student_id,first_name,last_name,date_of_birth,gender
1497,Henry,Phillips,2000-04-07,M
1498,John,Baker,2003-08-21,F
1499,Travis,Hayes,2002-09-26,M
1500,Travis,Gillespie,2000-07-01,F
1501,Chris,Berg,1999-07-23,F
1502,John,Anderson,2000-03-12,M
1503,Erin,Mccoy,1999-03-25,F
1504,Juan,Garcia,2006-01-06,F
1505,Angela,Cook,2000-02-09,F
1506,Francisco,Miller,2004-08-29,M
1507,Christopher,Whitehead,2002-09-12,F
1508,Rachel,Phillips,2004-02-16,M
1509,Wesley,Callahan,2005-04-26,M
1510,Abigail,Price,2006-02-17,M
1511,Katie,Harris,2005-03-06,F
1512,Gabriel,Curry,2002-04-03,M
1513,Samantha,Howard,1998-08-06,F
1514,Ricky,Long,2001-09-25,F
1515,Gina,Mcdonald,2005-02-25,M
1516,Brian,Clark,2003-09-19,M
1517,Jillian,Brooks,2002-08-31,M
1518,Sarah,Campos,2000-02-14,M
1519,Heather,Olson,1999-01-23,F
1520,Kristen,Turner,2002-03-17,F
1521,Gerald,Duran,1999-03-05,M
1522,Tammy,Vega,2002-03-10,M
1523,Larry,Chen,2004-06-19,F
1524,Thomas,Henderson,2001-08-17,M
1525,Jack,Knox,1998-12-13,F
1526,Ronald,James,2002-06-12,F
1527,Stephanie,Nelson,2003-05-24,F
1528,Edwin,Tucker,2005-04-12,F
1529,Michelle,Compton,2002-03-26,F
1530,Dawn,Pruitt,2000-02-07,F
1531,Jeremy,Williamson,2003-01-16,M
1532,Brenda,Hayes,2005-09-16,M
1533,Amanda,Thomas,1999-03-15,M
1534,Sharon,Roth,2004-04-03,M
1535,Tracy,Burton,2001-03-15,F
1536,Samantha,Palmer,2004-12-11,M
1537,Antonio,Smith,1999-12-26,F
1538,Veronica,Jones,1999-05-07,M
1539,David,Watson,1998-06-30,F
1540,Nathan,Green,2006-04-10,M
1541,Edward,Jones,2002-02-06,F
1542,Christine,Morgan,1999-02-14,M
1543,Danielle,Coleman,2000-05-11,F
1544,Gail,Watson,2000-06-27,F
1545,Krista,Allen,2004-04-04,M
1546,Jonathan,Robinson,2003-09-14,M
1547,Ana,Marshall,2000-01-07,F
1548,Lori,Dixon,2005-11-23,M
1549,Adrian,Torres,2004-05-07,M
1550,Michael,Morales,1998-12-22,M
1551,Sara,Smith,2003-11-09,F
1552,Scott,Hoffman,2002-01-08,M
1553,Rickey,Black,2001-05-24,M
1554,Lance,Marks,2004-03-10,M
1555,Patrick,Hamilton,2003-03-26,F
1556,Eric,Mcdonald,2002-04-19,M
1557,Debra,Rowe,1998-08-08,F
1558,Arthur,Smith,2000-08-14,M
1559,Ryan,Schultz,2000-07-08,M
1560,Louis,Montgomery,1998-07-14,F
1561,Mark,Dunn,2001-05-10,F
1562,Destiny,Myers,2005-09-27,M
1563,Ann,Gray,2004-06-15,F
1564,Michael,Kirby,1999-03-20,F
1565,Richard,Lee,2004-05-24,F
1566,William,Scott,2005-08-05,F
1567,Kathy,Mercer,2004-06-26,F
1568,Amanda,Gilmore,2003-04-14,M
1569,James,Smith,2002-04-14,M
1570,Timothy,Lucas,2000-05-12,M
1571,Melissa,Melendez,1998-11-28,F
1572,Susan,Smith,2000-05-14,F
1573,Linda,Quinn,2000-05-10,F
1574,David,Smith,2004-03-31,F
1575,Joseph,Alexander,2004-05-25,M
1576,Kimberly,Hendrix,2000-07-20,M
1577,Bianca,Wilcox,2006-02-22,M
1578,Patricia,Martinez,2005-11-21,M
1579,Taylor,Thomas,2003-02-23,F
1580,Kimberly,Boyle,2005-04-03,M
1581,Seth,Fritz,2001-07-18,F
1582,Beth,Weber,2005-02-23,M
1583,Allison,Hoffman,2000-07-05,M
1584,Mark,Hahn,2003-05-22,M
1585,Kenneth,Avery,2001-10-01,F
1586,Andre,Rogers,2006-03-25,F
1587,Mark,Perez,2004-07-17,F
1588,Stephanie,Cooper,1998-08-27,F
1589,Rachel,Moore,2002-05-27,M
1590,Latoya,Barrett,2003-07-12,M
1591,David,Henderson,2006-03-01,M
1592,Brandy,Cole,1999-05-05,M
1593,Anthony,Raymond,1999-01-06,M
1594,Michael,Perkins,2002-07-18,M
1595,Sharon,Wilson,2006-02-08,F
1596,Christopher,Combs,2002-07-07,F
1597,Joshua,Rosario,2002-11-04,F
1598,Tina,Knapp,2002-12-19,F
1599,Nancy,Parker,2004-05-17,M
1600,Olivia,James,2005-07-24,F
1601,Heather,Jackson,1999-07-27,M
1602,Joshua,Rios,1998-11-22,M
1603,Shelley,Davis,2004-03-19,M
1604,Alexandra,Bullock,2001-01-03,F
1605,Kelsey,Cortez,2003-06-11,F
1606,James,Heath,1999-09-22,F
1607,Benjamin,Bennett,2004-09-02,F
1608,Joshua,Hobbs,2004-02-18,F
1609,Courtney,Wong,2002-08-30,M
1610,Jeffery,Chavez,2005-11-12,F
1611,Michelle,Anderson,2006-04-03,M
1612,Jenna,Cook,2006-01-09,M
1613,Christopher,Harrison,2004-07-09,M
1614,Amy,Hawkins,1999-02-01,M
1615,Timothy,Price,2006-03-04,F
1616,Laurie,Smith,2001-11-20,M
1617,Alicia,Jackson,2000-06-30,M
1618,Sara,Baldwin,1998-07-05,F
1619,Damon,Taylor,2004-09-14,F
1620,Kenneth,Huber,2001-08-08,M
1621,Richard,Mason,2001-08-18,M
1622,Stacy,Taylor,2004-01-26,M
1623,Nathaniel,Mendoza,2002-09-22,M
1624,Catherine,Schmidt,2003-09-24,F
1625,Steven,Jones,2000-05-23,M
1626,Aaron,Rogers,2003-01-21,M
1627,Zachary,Warner,2002-09-01,F
1628,Danielle,Davis,2002-01-22,F
1629,Michael,Ortega,2004-08-23,F
1630,Darlene,Stewart,1999-12-22,M
1631,Colin,Cooper,1999-08-16,M
1632,Pamela,Duncan,2005-09-20,M
1633,Monica,Morgan,2001-11-27,F
1634,Jeffrey,Martinez,2003-02-09,F
1635,Samantha,Kidd,2003-02-20,M
1636,James,Simpson,1998-06-24,F
1637,Michael,Waller,1999-03-25,M
1638,Ryan,Barber,2004-05-14,F
1639,Shannon,Melton,2003-08-07,M
1640,Christine,Hunter,2002-12-31,F
1641,Pamela,Newton,2000-10-20,M
1642,Nathan,Holland,2005-06-28,M
1643,Michael,Edwards,2004-07-08,F
1644,Brooke,Edwards,1999-05-01,M
1645,Helen,Ross,2003-06-02,F
1646,Desiree,Boyd,2004-07-05,M
1647,Debra,Wong,1999-05-24,M
1648,Michelle,Scott,2006-02-03,F
1649,Michelle,Rhodes,2005-12-09,F
1650,Aaron,Smith,2004-01-13,F
1651,Karen,Chapman,2003-07-12,M
1652,Eric,Thomas,1999-11-09,M
1653,Bryan,Mcgrath,1998-07-11,M
1654,Andrew,Benson,2005-09-23,M
1655,Denise,Maxwell,2005-08-01,M
1656,Sarah,Lane,2005-02-25,M
1657,John,Mills,1998-11-15,M
1658,Sandra,Allen,2000-11-02,M
1659,Curtis,Harris,2004-11-17,F
1660,Deanna,Sims,2004-03-22,F
1661,Erica,Love,2000-11-16,M
1662,Rebekah,Wise,2002-11-05,M
1663,James,Gonzales,2005-10-29,M
1664,Katrina,Torres,1998-10-26,F
1665,Charles,Rangel,2001-04-22,F
1666,Timothy,Wells,2002-11-03,F
1667,Desiree,Zimmerman,2000-05-19,M
1668,Sabrina,Sharp,2003-04-10,M
1669,Amy,Mcintosh,2002-06-19,F
1670,Eric,Costa,1999-07-07,M
1671,Andrew,Farmer,1999-06-23,M
1672,Mark,Porter,1998-10-23,M
1673,Veronica,Price,2000-11-24,M
1674,Melissa,Patton,2005-11-04,F
1675,James,Carr,2005-01-24,F
1676,Ashlee,Thomas,2006-01-25,F
1677,Shirley,Coleman,1999-08-12,F
1678,Mercedes,Moses,2006-03-22,M
1679,Matthew,Jackson,1999-06-13,M
1680,William,Pittman,2004-01-02,M
1681,Jeremy,Davis,2004-08-09,F
1682,James,Ortega,2000-07-11,F
1683,Brandon,Wolf,1999-03-20,M
1684,Alicia,Perez,2000-03-19,F
1685,Tony,Gonzales,2004-09-07,M
1686,Lori,Jackson,2002-06-23,M
1687,Adam,Gaines,2002-11-21,M
1688,Justin,Rivers,2001-06-17,M
1689,Chad,Anthony,2000-01-01,F
1690,Thomas,Anderson,2003-05-31,M
1691,Laurie,Dawson,2002-05-11,M
1692,Bryan,Hicks,2004-10-30,F
1693,Christian,Olson,2003-12-23,M
1694,Karen,Santos,2003-08-20,M
1695,Carlos,Vargas,2004-04-06,F
1696,Mariah,Wallace,2005-06-12,M
1697,Kerry,Kerr,2001-02-23,F
1698,Marc,Smith,2001-01-07,M
1699,Sandra,Castro,2002-06-14,F
1700,Janice,Hess,1999-07-15,F
1701,Sarah,Cole,2005-11-04,F
1702,James,Williams,2001-08-19,M
1703,Jennifer,Singh,2003-11-08,F
1704,Jesse,Rivera,2001-02-10,M
1705,Nicole,Diaz,2001-05-03,F
1706,Elizabeth,Harding,2002-07-04,M
1707,Seth,Cruz,2001-04-26,F
1708,Robert,Short,2004-07-17,F
1709,Jason,Brewer,1998-08-16,F
1710,Elizabeth,Jackson,2003-06-01,F
1711,Jordan,Cox,2005-12-02,F
1712,Sandra,Gill,2003-04-06,M
1713,Katherine,Peters,1998-11-19,F
1714,Justin,Lynn,1999-11-09,F
1715,Marvin,Smith,1999-11-20,F
1716,Emily,Mccormick,2002-09-03,F
1717,Justin,Barry,1999-05-01,M
1718,Katherine,Hanson,2006-03-01,F
1719,Christopher,Rodgers,2003-03-31,F
1720,Tanya,Nash,2003-04-21,M
1721,Jennifer,Lopez,2004-02-13,F
1722,Lisa,Harris,2004-05-19,M
1723,Carol,Lane,2000-05-10,F
1724,Robin,Lara,2003-08-22,F
1725,David,Simmons,1999-01-14,M
1726,Matthew,Gonzalez,1998-10-10,M
1727,Daniel,Williams,2003-08-20,M
1728,Nichole,Foster,1998-07-23,F
1729,John,Gonzalez,1998-10-26,M
1730,Daniel,Ortiz,2001-05-21,F
1731,Ashley,Stewart,2001-09-26,F
1732,Dana,Kelly,2001-01-20,F
1733,Matthew,Thomas,2002-12-22,M
1734,Martha,Miller,2003-11-09,M
1735,Robert,Martinez,2001-03-05,M
1736,Lawrence,Stuart,2005-03-04,F
1737,Allen,Wade,2000-11-19,M
1738,Amanda,Mendoza,2004-02-04,F
1739,Bonnie,Reeves,2003-03-27,F
1740,Derrick,Lee,1998-07-11,F
1741,Kenneth,Kelly,2004-01-19,M
1742,Brian,Munoz,2001-12-20,F
1743,Natalie,Reynolds,2001-12-15,F
1744,Mark,Carter,2003-03-18,F
1745,Jessica,Wilkerson,1999-07-02,F
1746,Ryan,Stevenson,2004-05-02,F
1747,Monica,Novak,2002-01-09,M
1748,Sarah,Russell,1998-06-13,M
1749,Heather,Nicholson,2001-12-24,F
1750,Andrew,Simpson,2005-06-27,F
1751,Pamela,Jackson,2004-05-01,M
1752,Joanna,Reynolds,2006-04-03,F
1753,Wendy,Brown,1998-09-13,F
1754,Joshua,Carpenter,2005-11-09,M
1755,Felicia,Cooley,2004-04-24,M
1756,William,Hayes,2005-07-10,M
1757,Brian,Aguilar,1998-07-01,F
1758,Audrey,Mcpherson,2004-12-30,F
1759,Zachary,Nixon,2000-12-19,M
1760,Zachary,Alvarado,2006-04-20,F
1761,Trevor,Cole,2005-12-28,M
1762,Keith,Garner,2000-12-14,M
1763,Douglas,Bonilla,2004-10-17,F
1764,Monique,Fernandez,2002-08-17,M
1765,Timothy,Myers,2002-11-20,M
1766,Kimberly,Allen,1998-09-06,M
1767,Dustin,Ramirez,2000-01-11,F
1768,Ryan,Ford,2004-09-07,F
1769,George,Jacobs,2000-08-27,F
1770,Christopher,Brooks,2002-12-24,F
1771,Christopher,Cortez,1999-03-13,M
1772,Harold,Richmond,2002-04-01,F
1773,Melanie,Carr,2003-11-05,M
1774,Erica,Chen,2001-09-11,M
1775,Kenneth,Bruce,2005-05-16,F
1776,Dale,Guerra,2003-01-03,F
1777,Wendy,Hill,2000-10-10,M
1778,Jimmy,Castillo,2003-06-03,F
1779,Marcus,Frank,1999-05-25,F
1780,Heather,Morales,2005-08-30,M
1781,Tina,Sutton,1999-12-30,M
1782,Nicole,Sanchez,2004-11-15,M
1783,James,Love,2002-07-20,F
1784,Jasmin,Rowe,2002-07-26,F
1785,Nichole,Park,2004-02-27,M
1786,Gabriel,Higgins,2003-07-13,F
1787,Sandra,Galvan,2002-07-15,M
1788,Eric,Garcia,2002-05-22,F
1789,George,Rivera,2004-08-20,M
1790,Melissa,Hall,2005-07-29,M
1791,Victoria,Carter,2003-03-07,F
1792,Janet,Marks,2004-06-23,M
1793,James,Byrd,2006-05-06,M
1794,Danny,Norman,1999-06-17,M
1795,Christina,Hill,2003-01-26,F
1796,Nicholas,Scott,2004-01-12,F
1797,Jessica,Robertson,2000-04-06,M
1798,Erika,King,2002-04-02,F
1799,Ricardo,Rodriguez,1999-01-10,M
1800,Lori,Solomon,1998-07-23,F
1801,Christopher,Miller,2006-04-23,M
1802,Steven,Howard,2003-07-15,M
1803,Gregory,Rangel,2002-01-12,F
1804,John,Martinez,2005-05-26,F
1805,Amy,King,2000-05-25,F
1806,Steven,Peterson,2000-12-22,F
1807,Robert,Garcia,2005-03-29,F
1808,David,Johnson,2001-06-28,M
1809,Tony,Morales,2002-06-18,M
1810,Veronica,Moody,2004-04-02,M
1811,William,Roberts,2002-01-14,F
1812,Ryan,Castaneda,2004-05-16,F
1813,Edward,Bean,2003-09-18,M
1814,John,House,2005-05-30,M
1815,Krystal,Wiley,1999-12-20,M
1816,Jennifer,Evans,1999-04-11,M
1817,Elizabeth,Robinson,2001-11-17,M
1818,Amanda,Weber,2005-12-02,M
1819,Darlene,Smith,2000-01-18,F
1820,Stacy,Vasquez,2003-10-16,M
1821,Rachel,Dennis,2004-03-06,F
1822,Adam,Lowery,2000-02-01,M
1823,Amanda,Thompson,2003-09-20,M
1824,Cassandra,Benitez,2003-01-27,M
1825,Melissa,Torres,1999-10-16,M
1826,William,Potter,2005-10-04,F
1827,Carla,Kent,2004-11-25,M
1828,Ashley,Allen,2001-10-06,F
1829,Mark,Marquez,2002-04-20,F
1830,Debra,Lopez,2005-07-22,M
1831,Cheryl,Garcia,1999-08-27,F
1832,Eric,Scott,2004-10-21,F
1833,Brenda,Key,2005-06-03,F
1834,Veronica,Willis,2005-02-27,M
1835,Kevin,Snyder,2003-05-19,M
1836,Tami,Yates,2001-07-15,M
1837,John,Jackson,2004-03-14,F
1838,Elizabeth,Pierce,2004-11-05,M
1839,Richard,Gonzalez,2005-07-10,M
1840,Joshua,Bailey,2002-05-31,F
1841,Daniel,Henry,2005-10-25,M
1842,Richard,Zhang,2000-04-29,M
1843,Jamie,Jones,2002-07-28,F
1844,Kirk,Strong,2004-08-17,M
1845,Mallory,Simon,2000-01-15,F
1846,Jennifer,Haley,2002-05-20,M
1847,Jason,Taylor,2005-12-30,M
1848,William,Velazquez,2000-07-03,M
1849,Scott,Odonnell,2001-04-30,F
1850,Robert,Burke,2005-09-15,M
1851,Justin,Fisher,1999-04-23,F
1852,Robert,Stuart,2000-04-29,M
1853,Tracy,Wilcox,1999-04-04,M
1854,Amy,Ford,2002-01-04,F
1855,Ricky,Eaton,2001-04-30,M
1856,Peter,Gilmore,2000-02-20,F
1857,Kelly,Hamilton,2003-12-10,M
1858,David,Dougherty,2001-08-02,M
1859,Jamie,Morris,2001-07-30,M
1860,Sherry,Kim,2004-06-12,M
1861,William,Dorsey,2004-04-16,F
1862,Jonathan,Roberts,2004-06-04,M
1863,Jaime,Hahn,2002-07-03,F
1864,Karen,Weaver,2003-11-13,F
1865,Jon,Parsons,2004-09-05,M
1866,Amber,White,2005-03-08,M
1867,Stacy,Gregory,2004-12-05,M
1868,Nicholas,Gomez,2003-11-13,M
1869,Adam,Garcia,2002-01-27,M
1870,Carl,Gill,2005-10-16,M
1871,Kimberly,Hoffman,1999-02-18,M
1872,Crystal,Garcia,2005-03-14,M
1873,Herbert,Estrada,2003-05-15,M
1874,Raymond,Lopez,2005-09-15,F
1875,Robert,Rich,2004-03-26,F
1876,Jacqueline,Villanueva,2006-01-24,M
1877,Patrick,Gonzalez,2005-03-31,M
1878,Leslie,Sullivan,2000-03-02,M
1879,Scott,Ryan,2001-08-18,F
1880,Jodi,Williams,1999-09-09,M
1881,Russell,Weber,2004-09-11,F
1882,Michelle,Pitts,2001-12-13,M
1883,Keith,Luna,2002-05-28,M
1884,Peter,Miller,1999-05-15,M
1885,Aaron,Fisher,1998-05-20,F
1886,Nicole,Johnson,1999-09-30,M
1887,William,Barnes,2000-07-05,M
1888,Ashley,Jones,2001-05-15,M
1889,Kristen,Lopez,2004-01-15,M
1890,Stacey,Miranda,2004-06-25,F
1891,Leah,Johnson,1999-11-03,M
1892,Kathy,Lozano,2005-07-10,M
1893,Eric,Perry,2003-07-29,F
1894,Mark,Wright,2005-12-19,F
1895,Lisa,Martinez,2001-10-03,M
1896,Harold,Suarez,2004-09-09,F
1897,Larry,Kelley,2005-04-03,F
1898,Timothy,Simmons,2002-04-02,M
1899,Stephanie,Gibson,1999-12-18,M
1900,Ashley,Flores,2001-11-26,F
1901,Julie,Williamson,1999-05-08,F
1902,Jerry,Scott,2000-10-17,F
1903,Paul,Berry,2000-06-28,F
1904,Rebecca,Turner,2003-08-03,F
1905,Sharon,Moran,2000-01-13,M
1906,Matthew,Butler,2006-04-18,F
1907,Angela,Spencer,1999-01-29,F
1908,Brandon,Huynh,1998-08-04,M
1909,Dawn,Cohen,2002-01-21,M
1910,Lacey,Davidson,2000-06-13,F
1911,David,Beard,2005-03-07,F
1912,Summer,Daniels,2004-01-01,F
1913,Lindsey,Caldwell,2000-05-21,M
1914,Mary,Maldonado,2004-04-26,F
1915,Kimberly,Kirby,1999-07-31,M
1916,Patricia,Proctor,2004-01-24,M
1917,Bethany,Burton,2003-01-18,F
1918,Jacob,Harris,2000-01-27,M
1919,Patricia,Wilson,2000-01-02,M
1920,Alex,Osborn,2004-07-12,M
1921,James,Smith,2005-11-23,M
1922,Todd,Chen,1999-03-13,F
1923,Mark,Evans,2003-10-30,F
1924,John,Luna,1999-02-23,F
1925,Travis,Jones,2003-07-11,M
1926,Stanley,Freeman,1999-05-06,F
1927,Corey,Miller,2002-04-23,F
1928,Mary,Williams,2004-06-16,M
1929,George,Hart,2005-09-11,M
1930,Aaron,Rivas,2002-06-05,F
1931,Mark,Mckinney,2000-05-16,M
1932,Gregory,Johnson,2000-06-17,M
1933,Timothy,Jones,1999-07-14,F
1934,Jason,Davis,2005-06-17,M
1935,Alexandra,Cochran,1999-11-26,M
1936,Teresa,Dougherty,2001-06-06,M
1937,Lisa,Rivera,1999-09-20,F
1938,Corey,Martinez,1998-07-16,F
1939,Elizabeth,Miller,1999-01-07,M
1940,Alexandra,Mcdonald,2004-11-10,F
1941,Hunter,Bowen,2002-07-03,M
1942,Keith,Maxwell,2004-11-01,F
1943,Dorothy,Skinner,2000-03-21,M
1944,Rhonda,Guerrero,2002-09-02,F
1945,Christopher,Lopez,2004-01-21,M
1946,James,James,2003-12-14,M
1947,Gregory,Coleman,2005-11-20,M
1948,Michael,Warren,2001-08-22,F
1949,Alan,White,1999-10-27,F
1950,Kenneth,Nixon,2005-09-27,F
1951,Jesse,Wilson,2004-03-05,F
1952,Timothy,Barron,2006-02-27,M
1953,Brian,Castro,2004-04-08,M
1954,Patrick,Chan,2004-11-06,M
1955,Kellie,Sparks,2002-03-25,F
1956,Christine,Hendrix,2004-11-03,F
1957,Jimmy,Jackson,2000-01-21,M
1958,Todd,Greene,2001-02-01,M
1959,George,Edwards,2006-05-15,M
1960,Ronald,Grant,2004-03-27,M
1961,Mark,Diaz,2004-07-11,M
1962,Joshua,Roberts,2003-01-06,F
1963,Joel,Gonzalez,2005-03-24,M
1964,Justin,Bowman,2005-02-10,F
1965,Eugene,Miller,2002-05-01,F
1966,Carolyn,Wilson,1998-12-04,M
1967,Anne,Johnson,2004-02-19,F
1968,Traci,Todd,2006-03-03,M
1969,Nicole,Robinson,2002-11-14,M
1970,Gary,Miller,2002-12-10,M
1971,Nicole,Martinez,2000-02-09,M
1972,Michael,Choi,1999-10-19,M
1973,Michelle,Perez,2002-11-26,F
1974,Stephanie,Brown,2002-11-12,M
1975,Jean,Barnes,1998-10-21,M
1976,Jason,Goodman,2003-07-29,F
1977,Amanda,Carter,2004-08-31,F
1978,Kathryn,Contreras,2002-08-03,F
1979,Debra,Thomas,1999-01-03,F
1980,Robert,Baker,1998-10-04,M
1981,Audrey,Medina,2005-11-18,F
1982,Keith,Rodriguez,2006-02-23,F
1983,Matthew,Davenport,2003-06-09,M
1984,James,Morgan,2005-12-10,F
1985,Christina,Bates,1999-08-25,F
1986,Hannah,Houston,2000-12-28,M
1987,Patrick,Santana,2003-08-26,M
1988,Dana,Espinoza,1999-12-31,F
1989,Carol,Vance,2001-10-20,F
1990,William,Williams,2004-02-21,M
1991,Christopher,Mcclure,2004-05-26,M
1992,Keith,Flores,2003-12-17,F
1993,Harry,Moran,2002-06-20,M
1994,Ethan,Owen,2002-03-03,F
1995,Michelle,Smith,2002-11-10,M
1996,Morgan,Matthews,1999-08-20,M
1997,Nicholas,Moore,1999-11-03,F
1998,Makayla,Valencia,2003-02-09,F
1999,David,Snyder,2004-03-08,F
2000,Raymond,Lambert,2001-11-28,F
2001,Stacy,Hall,1999-08-13,M
2002,Carol,Smith,2002-12-04,M
2003,Belinda,Lynn,2004-11-14,M
2004,Angela,Harrison,2005-05-29,F
2005,Jason,Harris,2006-04-11,M
2006,Chelsea,Mcdonald,2001-06-29,F
2007,Ronald,Wagner,2005-10-22,M
2008,Thomas,Smith,2003-05-14,F
2009,Philip,Hart,2005-10-08,F
2010,Laura,Chavez,2001-06-30,M
2011,Vicki,Morris,2001-08-21,F
2012,Rhonda,Tucker,2004-05-26,F
2013,Barbara,Melendez,2003-01-26,F
2014,Victor,Bishop,2001-08-07,F
2015,Alyssa,Pennington,2000-02-08,F
2016,Timothy,Clark,2006-02-01,F
2017,James,Adams,2002-05-14,M
2018,Robert,Patterson,2000-03-13,M
2019,Cory,Foley,1998-11-08,M
2020,Roger,Hayes,2003-06-09,M
2021,Jonathan,Estes,2001-12-30,M
2022,Donna,Branch,2004-05-16,F
2023,Jose,Diaz,2002-10-14,M
2024,Jose,Scott,2001-12-09,M
2025,Timothy,Jimenez,2004-01-19,M
2026,Brian,Robbins,2002-11-04,F
2027,Benjamin,Perez,2001-03-04,M
2028,Tammy,Haley,2001-02-10,M
2029,Kimberly,Gonzalez,2005-05-13,F
2030,Diana,Matthews,2002-04-29,F
2031,Jeremiah,Mendoza,1999-10-26,F
2032,Donna,Brooks,2000-04-18,M
2033,Bradley,Thomas,2005-05-01,F
2034,Brian,Guerra,2001-04-11,M
2035,James,Aguilar,1999-11-14,M
2036,Katie,Clay,2003-01-31,F
2037,Antonio,Taylor,2006-02-11,M
2038,Joseph,Smith,1999-04-08,F
2039,Erin,Sanchez,2003-12-23,M
2040,Alex,Smith,2004-11-30,M
2041,Keith,Mayo,2004-09-23,M
2042,Charles,Holmes,2001-12-07,M
2043,James,Gonzalez,2006-02-08,M
2044,Bradley,Williams,1998-05-27,F
2045,Robert,Mitchell,2000-05-04,F
2046,Michael,Jackson,2000-04-22,F
2047,Dennis,Davis,2001-03-17,M
2048,Donna,Smith,2001-05-13,M
2049,Brian,Ray,2001-10-30,M
2050,Michael,Mitchell,2000-08-12,M
2051,Janice,King,2000-01-03,M
2052,Dawn,Harvey,1998-08-28,F
2053,Jeremy,Johnston,2006-02-15,M
2054,Kenneth,Vance,2000-03-18,M
2055,Justin,Baker,2001-07-17,F
2056,Elizabeth,Solis,2000-05-29,F
2057,Michelle,Ramirez,2001-08-26,F
2058,Robert,Hernandez,2004-11-18,M
2059,Eric,Thomas,2000-09-09,F
2060,Alexander,Flores,2004-06-28,M
2061,Tiffany,Fischer,2002-09-20,M
2062,Timothy,Roberts,1998-09-11,F
2063,Samuel,Hanna,2001-06-15,M
2064,Adam,Jackson,1999-10-09,F
2065,Jennifer,Mcdonald,2005-10-23,M
2066,Devin,Bartlett,1998-06-25,F
2067,Amber,Peterson,2004-03-15,F
2068,Sarah,Anderson,2004-11-25,M
2069,Tanya,James,1999-05-19,F
2070,Joyce,Nelson,1999-02-17,F
2071,Joshua,Thomas,2002-03-04,F
2072,John,Hanson,2003-08-26,F
2073,David,Russell,2002-01-11,M
2074,Amy,Aguilar,2004-07-23,M
2075,Adam,Ramos,2005-09-02,F
2076,Shawn,Brown,2003-01-05,M
2077,Virginia,Knight,2005-12-27,F
2078,Ashley,Forbes,2001-11-09,F
2079,Kristen,Smith,1998-05-26,M
2080,Lance,Ingram,2004-12-28,M
2081,Connie,Williamson,1998-12-31,M
2082,Gina,Brown,2005-10-20,M
2083,Linda,Moreno,2000-10-28,F
2084,Kyle,Gutierrez,2004-12-31,F
2085,Phillip,Page,2004-08-14,F
2086,Kristen,Hill,2005-05-22,F
2087,Jason,Smith,2003-01-27,M
2088,William,Keller,1999-10-01,M
2089,Matthew,Leonard,2005-08-21,F
2090,Sandra,Anderson,2006-04-17,F
2091,Miranda,Shelton,1998-12-08,F
2092,Kim,Proctor,1999-10-08,F
2093,Roy,Walter,2001-06-17,F
2094,Robert,White,2004-03-17,F
2095,Nancy,Mcdaniel,2002-02-21,M
2096,Dana,Snow,2002-05-18,F
2097,Cassandra,Dixon,2003-10-30,F
2098,Zachary,Taylor,2003-01-10,F
2099,Theodore,Kennedy,2001-02-18,F
2100,Laura,Perez,2003-04-11,M
2101,Joanna,Rangel,2001-01-30,M
2102,Laurie,Kirk,2004-02-22,F
2103,Paul,Turner,2001-08-11,M
2104,Keith,Ramirez,1999-08-27,M
2105,Henry,Martinez,2001-07-15,F
2106,Justin,Kennedy,2004-03-03,M
2107,Daniel,Mckay,2002-10-23,F
2108,Calvin,Lee,2000-01-31,F
2109,Zachary,Carter,2004-07-12,M
2110,Michael,Hunter,2004-03-29,F
2111,Whitney,Silva,2001-03-24,F
2112,Rebecca,Huynh,2004-10-11,F
2113,Stephanie,Cooper,2003-08-01,F
2114,Nicholas,Smith,2005-06-10,M
2115,Alexander,Hernandez,1998-08-13,M
2116,David,Tyler,2003-03-24,M
2117,Aaron,Patel,1999-11-04,F
2118,Robert,Parker,2006-02-27,F
2119,Pamela,Johnson,2000-07-23,M
2120,Robert,White,2004-02-28,M
2121,Kyle,Johnson,2000-12-28,F
2122,Kimberly,Coleman,1998-07-31,M
2123,Marcus,Miranda,2006-04-23,M
2124,Stuart,Warren,2005-09-12,F
2125,Caitlin,Flores,1998-09-21,M
2126,Stuart,Salazar,2006-01-04,M
2127,William,Dean,2004-06-30,M
2128,Hannah,Wiggins,1998-07-13,M
2129,Margaret,Smith,2004-07-11,F
2130,Gene,Acosta,2004-10-18,M
2131,Christopher,Powell,2002-11-07,M
2132,Melissa,Adams,1999-05-10,M
2133,Tina,Harper,2006-02-27,M
2134,Shannon,Carlson,2005-04-25,M
2135,Kelly,Miller,2004-09-28,F
2136,Alyssa,Baird,2000-12-17,M
2137,Roy,Dickerson,2002-07-08,M
2138,Kevin,Chen,1998-08-26,M
2139,April,Fisher,2002-11-20,F
2140,Kristin,Johnson,2005-02-24,F
2141,Laura,Hunt,2001-02-14,M
2142,Kimberly,Davila,1998-11-05,M
2143,David,King,2000-05-25,M
2144,Rachel,Day,2001-03-25,M
2145,Kimberly,Kelly,2001-01-21,M
2146,Mallory,Campbell,2003-09-04,F
2147,Emily,Thomas,2002-06-29,M
2148,Mary,Sanchez,2000-04-08,M
2149,Zachary,Barnes,1999-12-26,M
2150,Rhonda,Moreno,2001-02-26,F
2151,Logan,Jones,2002-01-04,F
2152,Sherry,Martinez,2006-03-05,F
2153,Kimberly,Dixon,2000-08-10,F
2154,Dawn,Wright,2001-04-30,M
